00001	Air	LWIR	256	256	9
00002	Air	LWIR	256	256	9
00003	Air	LWIR	256	256	9
00004	Air	LWIR	256	256	9
00005	Air	LWIR	256	256	9
00006	Air	LWIR	256	256	9
00007	Air	LWIR	256	256	9
00008	Air	LWIR	256	256	27
00009	Air	LWIR	256	256	27
00010	Air	LWIR	256	256	9
00011	Air	LWIR	256	256	9
00012	Air	LWIR	256	256	18
00013	Air	LWIR	256	256	18
00014	Air	LWIR	256	256	9
00015	Air	LWIR	256	256	9
00016	Air	LWIR	256	256	9
00017	Air	LWIR	256	256	9
00018	Air	LWIR	256	256	9
00019	Air	LWIR	256	256	9
00020	Air	LWIR	256	256	9
00021	Air	LWIR	256	256	9
00022	Air	LWIR	256	256	9
00023	Air	LWIR	256	256	9
00024	Air	LWIR	256	256	9
00025	Air	LWIR	256	256	9
00026	Air	LWIR	256	256	9
00027	Air	LWIR	256	256	18
00028	Air	LWIR	256	256	9
00029	Air	LWIR	256	256	9
00030	Air	LWIR	256	256	9
00031	Air	LWIR	256	256	18
00032	Air	LWIR	256	256	9
00033	Air	LWIR	256	256	9
00034	Air	LWIR	256	256	9
00035	Air	LWIR	256	256	9
00036	Air	LWIR	256	256	9
00037	Air	LWIR	256	256	9
00038	Air	LWIR	256	256	36
00039	Air	LWIR	256	256	9
00040	Air	LWIR	256	256	9
00041	Air	LWIR	256	256	36
00042	Air	LWIR	256	256	9
00043	Air	LWIR	256	256	9
00044	Air	LWIR	256	256	9
00045	Air	LWIR	256	256	9
00046	Air	LWIR	256	256	18
00047	Air	LWIR	256	256	9
00048	Air	LWIR	256	256	36
00049	Air	LWIR	256	256	9
00050	Air	LWIR	256	256	9
00051	Air	LWIR	256	256	27
00052	Air	LWIR	256	256	9
00053	Air	LWIR	256	256	9
00054	Air	LWIR	256	256	27
00055	Air	LWIR	256	256	9
00056	Air	LWIR	256	256	9
00057	Air	LWIR	256	256	9
00058	Air	LWIR	256	256	9
00059	Air	LWIR	256	256	36
00060	Air	LWIR	256	256	9
00061	Air	LWIR	256	256	36
00062	Air	LWIR	256	256	36
00063	Air	LWIR	256	256	9
00064	Air	LWIR	256	256	9
00065	Air	LWIR	256	256	9
00066	Air	LWIR	256	256	9
00067	Air	LWIR	256	256	9
00068	Air	LWIR	256	256	18
00069	Air	LWIR	256	256	27
00070	Air	LWIR	256	256	9
00071	Air	LWIR	256	256	18
00072	Air	LWIR	256	256	9
00073	Air	LWIR	256	256	9
00074	Air	LWIR	256	256	9
00075	Air	LWIR	256	256	27
00076	Air	LWIR	256	256	9
00077	Air	LWIR	256	256	9
00078	Air	LWIR	256	256	9
00079	Air	LWIR	256	256	9
00080	Air	LWIR	256	256	9
00081	Air	LWIR	256	256	9
00082	Air	LWIR	256	256	9
00083	Air	LWIR	256	256	9
00084	Air	LWIR	256	256	9
00085	Air	LWIR	256	256	9
00086	Air	LWIR	256	256	36
00087	Air	LWIR	256	256	9
00088	Air	LWIR	256	256	9
00089	Air	LWIR	256	256	18
00090	Air	LWIR	256	256	9
00091	Air	LWIR	256	256	9
00092	Air	LWIR	256	256	9
00093	Air	LWIR	256	256	28
00094	Air	LWIR	256	256	28
00095	Air	LWIR	256	256	14
00096	Air	LWIR	256	256	30
00097	Air	LWIR	256	256	30
00098	Air	LWIR	256	256	15
00099	Air	LWIR	256	256	30
00100	Air	LWIR	256	256	30
00101	Air	LWIR	256	256	30
00102	Air	LWIR	256	256	15
00103	Air	LWIR	256	256	15
00104	Air	LWIR	256	256	30
00105	Air	LWIR	256	256	28
00106	Air	LWIR	256	256	15
00107	Air	LWIR	256	256	31
00108	Air	LWIR	256	256	16
00109	Air	LWIR	256	256	32
00110	Air	LWIR	256	256	32
00111	Air	LWIR	256	256	32
00112	Air	LWIR	256	256	16
00113	Air	LWIR	256	256	32
00114	Air	LWIR	256	256	16
00115	Air	LWIR	256	256	33
00116	Air	LWIR	256	256	34
00117	Air	LWIR	256	256	34
00118	Air	LWIR	256	256	34
00119	Air	LWIR	256	256	34
00120	Air	LWIR	256	256	34
00121	Air	LWIR	256	256	36
00122	Air	LWIR	256	256	36
00123	Air	LWIR	256	256	35
00124	Air	LWIR	256	256	36
00125	Air	LWIR	256	256	36
00126	Air	LWIR	256	256	18
00127	Air	LWIR	256	256	36
00128	Air	LWIR	256	256	36
00129	Air	LWIR	256	256	19
00130	Air	LWIR	256	256	38
00131	Air	LWIR	256	256	38
00132	Air	LWIR	256	256	38
00133	Air	LWIR	256	256	38
00134	Air	LWIR	256	256	38
00135	Air	LWIR	256	256	38
00136	Air	LWIR	256	256	38
00137	Air	LWIR	256	256	38
00138	Air	LWIR	256	256	19
00139	Air	LWIR	256	256	38
00140	Air	LWIR	256	256	40
00141	Air	LWIR	256	256	40
00142	Air	LWIR	256	256	40
00143	Air	LWIR	256	256	40
00144	Air	LWIR	256	256	40
00145	Air	LWIR	256	256	20
00146	Air	LWIR	256	256	40
00147	Air	LWIR	256	256	40
00148	Air	LWIR	256	256	40
00149	Air	LWIR	256	256	40
00150	Air	LWIR	256	256	20
00151	Air	LWIR	256	256	40
00152	Air	LWIR	256	256	40
00153	Air	LWIR	256	256	40
00154	Air	LWIR	256	256	42
00155	Air	LWIR	256	256	21
00156	Air	LWIR	256	256	42
00157	Air	LWIR	256	256	21
00158	Air	LWIR	256	256	42
00159	Air	LWIR	256	256	42
00160	Air	LWIR	256	256	42
00161	Air	LWIR	256	256	42
00162	Air	LWIR	256	256	43
00163	Air	LWIR	256	256	44
00164	Air	LWIR	256	256	44
00165	Air	LWIR	256	256	44
00166	Air	LWIR	256	256	45
00167	Air	LWIR	256	256	46
00168	Air	LWIR	256	256	46
00169	Air	LWIR	256	256	46
00170	Air	LWIR	256	256	46
00171	Air	LWIR	256	256	23
00172	Air	LWIR	256	256	47
00173	Air	LWIR	256	256	24
00174	Air	LWIR	256	256	48
00175	Air	LWIR	256	256	24
00176	Air	LWIR	256	256	48
00177	Air	LWIR	256	256	50
00178	Air	LWIR	256	256	25
00179	Air	LWIR	256	256	50
00180	Air	LWIR	256	256	50
00181	Air	LWIR	256	256	50
00182	Air	LWIR	256	256	50
00183	Air	LWIR	256	256	51
00184	Air	LWIR	256	256	52
00185	Air	LWIR	256	256	52
00186	Air	LWIR	256	256	52
00187	Air	LWIR	256	256	53
00188	Air	LWIR	256	256	54
00189	Air	LWIR	256	256	54
00190	Air	LWIR	256	256	53
00191	Air	LWIR	256	256	54
00192	Air	LWIR	256	256	56
00193	Air	LWIR	256	256	56
00194	Air	LWIR	256	256	56
00195	Air	LWIR	256	256	28
00196	Air	LWIR	256	256	28
00197	Air	LWIR	256	256	56
00198	Air	LWIR	256	256	56
00199	Air	LWIR	256	256	28
00200	Air	LWIR	256	256	58
00201	Air	LWIR	256	256	58
00202	Air	LWIR	256	256	58
00203	Air	LWIR	256	256	58
00204	Air	LWIR	256	256	60
00205	Air	LWIR	256	256	60
00206	Air	LWIR	256	256	60
00207	Air	LWIR	256	256	61
00208	Air	LWIR	256	256	31
00209	Air	LWIR	256	256	31
00210	Air	LWIR	256	256	62
00211	Air	LWIR	256	256	62
00212	Air	LWIR	256	256	31
00213	Air	LWIR	256	256	63
00214	Air	LWIR	256	256	64
00215	Air	LWIR	256	256	64
00216	Air	LWIR	256	256	64
00217	Air	LWIR	256	256	64
00218	Air	LWIR	256	256	66
00219	Air	LWIR	256	256	66
00220	Air	LWIR	256	256	68
00221	Air	LWIR	256	256	68
00222	Air	LWIR	256	256	34
00223	Air	LWIR	256	256	34
00224	Air	LWIR	256	256	35
00225	Air	LWIR	256	256	70
00226	Air	LWIR	256	256	70
00227	Air	LWIR	256	256	70
00228	Air	LWIR	256	256	72
00229	Air	LWIR	256	256	72
00230	Air	LWIR	256	256	73
00231	Air	LWIR	256	256	74
00232	Air	LWIR	256	256	56
00233	Air	LWIR	256	256	58
00234	Air	LWIR	256	256	58
00235	Air	LWIR	256	256	80
00236	Air	LWIR	256	256	62
00237	Air	LWIR	256	256	65
00238	Air	LWIR	256	256	83
00239	Air	LWIR	256	256	138
00240	Air	LWIR	256	256	109
00241	Air	LWIR	256	256	117
00242	Air	LWIR	256	256	134
00243	Air	LWIR	256	256	55
00244	Air	LWIR	256	256	83
00245	Air	LWIR	256	256	65
00246	Air	LWIR	256	256	69
00247	Air	LWIR	256	256	98
00248	Air	LWIR	256	256	60
00249	Air	LWIR	256	256	56
00250	Air	LWIR	256	256	83
00251	Air	LWIR	256	256	71
00252	Air	LWIR	256	256	65
00253	Air	LWIR	256	256	55
00254	Air	LWIR	256	256	131
00255	Air	LWIR	256	256	69
00256	Air	LWIR	256	256	124
00257	Air	LWIR	256	256	69
00258	Air	LWIR	256	256	136
00259	Air	LWIR	256	256	136
00260	Air	LWIR	256	256	61
00261	Air	LWIR	256	256	138
00262	Air	LWIR	256	256	69
00263	Air	LWIR	256	256	62
00264	Air	LWIR	256	256	58
00265	Air	LWIR	256	256	56
00266	Air	LWIR	256	256	65
00267	Air	LWIR	256	256	126
00268	Air	LWIR	256	256	71
00269	Air	LWIR	256	256	62
00270	Air	LWIR	256	256	109
00271	Air	LWIR	256	256	58
00272	Air	LWIR	256	256	163
00273	Air	LWIR	256	256	52
00274	Air	LWIR	256	256	71
00275	Air	LWIR	256	256	83
00276	Air	LWIR	256	256	98
00277	Air	LWIR	256	256	98
00278	Air	LWIR	256	256	55
00279	Air	LWIR	256	256	58
00280	Air	LWIR	256	256	58
00281	Air	LWIR	256	256	62
00282	Air	LWIR	256	256	58
00283	Air	LWIR	256	256	80
00284	Air	LWIR	256	256	80
00285	Air	LWIR	256	256	71
00286	Air	LWIR	256	256	56
